,Source Account,Text,Date,Compound,Positive,Neutral,Negative,Tweet Count
17,BBC,RT @bbcpress: ⚽ Back of the net! Live #PremierLeague football on BBC TV for the first time ever: https://t.co/anBT28AMVJ https://t.co/vTPz8…,Fri May 29 09:04:43 +0000 2020,0.0,0.0,1.0,0.0,18
18,BBC,"These animals know exactly what life is all about! 😍 
https://t.co/W0Xr3DkQdL",Fri May 29 08:01:00 +0000 2020,0.5093,0.202,0.798,0.0,19
19,BBC,"🚨BRAND NEW #QI KLAXON! 🚨

@sanditoksvig kicks off Series R with @alandavies1, @JohnBarrowman, @WeeMissBea and Phil… https://t.co/VUmotCmEht",Thu May 28 19:01:00 +0000 2020,0.0,0.0,1.0,0.0,20
20,BBC,HRH The Duke of Cambridge is campaigning to get British men to open up about mental health issues by using football… https://t.co/On31Cl4J1y,Thu May 28 18:04:11 +0000 2020,0.0,0.0,1.0,0.0,21
21,BBC,"RT @BBCSport: THE PREMIER LEAGUE WILL RESTART ON 17 JUNE.

Full story ➡ https://t.co/eY81UffpPK  #bbcfootball #EPL https://t.co/uc6QrC4JEk",Thu May 28 14:52:37 +0000 2020,0.0,0.0,1.0,0.0,22
22,BBC,"Niall! 😍✨

You can listen to @NiallOfficial's beautiful at-home #BigWeekend set now on @BBCSounds. 🎧
https://t.co/Fjwd4dXRY7",Thu May 28 12:01:00 +0000 2020,0.8588,0.358,0.642,0.0,23
23,BBC,"""I am so proud of her. She saved me.""

15-year-old Jyoti Kumari cycled 1,200 km (745 miles) with her injured father.
https://t.co/RHutF293vg",Thu May 28 11:01:00 +0000 2020,0.6238,0.238,0.667,0.095,24
24,BBC,"The humble toilet roll is a relatively recent invention, so do we really need it?
https://t.co/9S0hm4MvBx",Thu May 28 09:00:44 +0000 2020,0.0,0.0,1.0,0.0,25
25,BBC,"A tricky challenge from @BBCRadio4 - Can you pick your own #DesertIslandDiscs?

Pick the eight tracks, one book and… https://t.co/zu7lCMhKh1",Thu May 28 08:01:00 +0000 2020,-0.0772,0.062,0.861,0.077,26
26,BBC,"RT @BBC6Music: On Thursday at 9am BST we invite you to draw-a-long to the radio.

Illustrator Chris Riddell will be sharing his process liv…",Wed May 27 19:37:14 +0000 2020,0.5267,0.167,0.833,0.0,27
27,BBC,"Tonight's #ComedyShort is from @sarapascoe! 🙌

Sara Pascoe vs Monogamy | 10:30pm | @BBCTwo &amp; @BBCiPlayer.

👉… https://t.co/Cg9qTWCPrn",Wed May 27 19:01:00 +0000 2020,0.0,0.0,1.0,0.0,28
28,BBC,"Would you have managed to stay this calm?  😳

https://t.co/GSYRdqifOw",Wed May 27 17:01:00 +0000 2020,0.3869,0.208,0.792,0.0,29
29,BBC,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj40mhn7",Wed May 27 16:46:55 +0000 2020,0.4019,0.153,0.847,0.0,30
30,BBC,"RT @bbcasiannetwork: Ramadan was different this year

@helloyasser, @thequeenmehreen, @PoppyJBegum and @MimShaikh_ share their experience o…",Wed May 27 16:02:33 +0000 2020,0.296,0.128,0.872,0.0,31
31,BBC,"One of the most important scenes in #NormalPeople. 
https://t.co/rPunwBYBi0",Wed May 27 16:01:00 +0000 2020,0.2716,0.207,0.793,0.0,32
32,BBC,"RT @BBC_Reel: Introducing ‘LongShots’ by BBC Reel, the BBC’s first online film festival. Coming 28 May, 2020. https://t.co/HdExOJY1VQ",Wed May 27 13:41:09 +0000 2020,0.4939,0.158,0.842,0.0,33
33,BBC,"RT @BBCSounds: Tomorrow’s singalong is dedicated to our incredible bin and waste collectors! 👏👏

Listen on BBC Sounds from 9am, as we bring…",Wed May 27 13:24:49 +0000 2020,-0.0915,0.099,0.791,0.111,34
34,BBC,"Today I learned about the existence of 'the mother roll'... 😂

#InsideTheFactory 
https://t.co/Lwr6nTrOXQ",Wed May 27 13:01:00 +0000 2020,0.4404,0.184,0.725,0.092,35
35,BBC,"Just Beyoncé, in a mosh pit, in Hackney... 🤯

Don't miss JAY Z's legendary #BigWeekend 2012 set in full on… https://t.co/4jM76OJy4K",Wed May 27 12:01:00 +0000 2020,0.1139,0.064,0.936,0.0,36
36,BBC,RT @bbcpress: Classic #TotalWipeout episodes are back on @BBCOne with a twist - they'll be narrated by @flintoff11 and @paddymcguinness: ht…,Wed May 27 10:51:19 +0000 2020,0.0,0.0,1.0,0.0,37
37,BBC,"“We are taking our elephants back home to our village... the pandemic means there are no more tourists.""

With the… https://t.co/uA4JoyhTc9",Wed May 27 08:01:00 +0000 2020,-0.296,0.0,0.901,0.099,38
38,BBC,"RT @bbcglasto: We promised you some news didn't we?..

Between June 25th - 29th, when the 50th anniversary of @glastonbury was due to take…",Tue May 26 21:14:32 +0000 2020,0.3612,0.098,0.902,0.0,39
39,BBC,"RT @bbcpress: From 25-29 June, when the 50th anniversary of @Glastonbury Festival was due to take place, the BBC will be bringing the spiri…",Tue May 26 21:14:14 +0000 2020,0.4939,0.122,0.878,0.0,40
40,BBC,"#Springwatch is BACK!  🙌

The team are live from locations close to home - @ChrisGPackham is in the New Forest, Iol… https://t.co/cA4XjWdIm3",Tue May 26 18:01:00 +0000 2020,0.0,0.0,1.0,0.0,41
41,BBC,"""I was inspired by my mum and how strong she is. She was a police officer, a stereotypically male job. I see a lot… https://t.co/vQpwZjjRLR",Tue May 26 17:01:00 +0000 2020,0.7579,0.22,0.78,0.0,42
42,BBC,"There are all sorts of hidden meanings tucked inside brand logos... 👀
https://t.co/4ngKMKX1RG",Tue May 26 16:01:00 +0000 2020,0.0,0.0,1.0,0.0,43
43,BBC,"This gin distillery is doing something pretty amazing. 👏 #InsideTheFactory
https://t.co/Lgoi72F12d",Tue May 26 13:01:00 +0000 2020,0.7906,0.412,0.588,0.0,44
44,BBC,"RT @BBCTheOneShow: Have you got any space related questions for @astro_timpeake ? 🚀🌌

He'll be on #TheOneShow tonight, chatting to @angelli…",Tue May 26 12:40:41 +0000 2020,0.0,0.0,1.0,0.0,45
45,BBC,"From #AnimalCrossing to #Minecraft and #Fortnite, 'wholesome' video games can bring us together and help each other… https://t.co/ma98yrxak9",Tue May 26 12:01:00 +0000 2020,0.4019,0.137,0.863,0.0,46
46,BBC,"Frontman of one of the biggest bands in the world?  ✅

Good at quizzes? ❌ 

@GregJames challenged @Coldplay's Chris… https://t.co/pdBz2oLfTh",Tue May 26 08:01:00 +0000 2020,0.4329,0.122,0.825,0.053,47
47,BBC,"A long time ago (40 years) in a galaxy far, far away (Britain of 1980), #StarWars: The Empire Strikes Back had its… https://t.co/QzF98SKI4s",Mon May 25 18:01:00 +0000 2020,-0.3612,0.0,0.898,0.102,48
48,BBC,"#Paddington2 = perfect #BankHoliday film!  🙌❤️

7pm | @BBCOne &amp; @BBCiPlayer.

👉 https://t.co/uLmpK9JwbY https://t.co/gkkZl2hTaK",Mon May 25 17:01:00 +0000 2020,0.6114,0.174,0.826,0.0,49
49,BBC,"This is like a computer game... mesmerising skill, @ForeyLiv! 👏
https://t.co/cpoS6ExSPS",Mon May 25 16:01:00 +0000 2020,0.4199,0.202,0.798,0.0,50
50,BBC,"Countries around the world are considering when and how to ease restrictions, but could there be second or even thi… https://t.co/cUK2YgFJBJ",Mon May 25 11:01:00 +0000 2020,0.1901,0.08,0.92,0.0,51
51,BBC,"When The Empire Strikes Back was released 40 years ago, it was simply the sequel to #StarWars.

#BBCInsideCinema ri… https://t.co/j9aeZz3pkz",Mon May 25 11:01:00 +0000 2020,-0.3612,0.0,0.884,0.116,52
52,BBC,".@alexander_olly talking to his mum about being bullied is seriously powerful.

Growing Up Gay is streaming now on… https://t.co/oQpby3IlO6",Mon May 25 08:01:00 +0000 2020,-0.3182,0.178,0.593,0.229,53
53,BBC,"Did you know that dogs bow at each other before they begin playing? 🐶😯

#AnimalsAtPlay @gordonjbuchanan
https://t.co/t8cEVG2qWx",Sun May 24 16:01:00 +0000 2020,0.2023,0.087,0.913,0.0,54
54,BBC,"HRH The Duke of Cambridge chats to former Premier League footballer Marvin Sordell, who opens up about his struggle… https://t.co/osK2L9cWsc",Sun May 24 15:00:00 +0000 2020,0.0,0.0,1.0,0.0,55
55,BBC,"Do you have coronavirus? Here's the symptoms to look out for:

‣ A new, continuous cough
‣ Fever
‣ Loss of smell or… https://t.co/Nv0z4ddcsU",Sun May 24 14:01:00 +0000 2020,-0.3182,0.0,0.909,0.091,56
56,BBC,"At the Shaolin Temple in China, warrior monks train for years to master the art of Kung Fu.

#SacredWonders is stre… https://t.co/UwrW5fCCTu",Sun May 24 13:01:00 +0000 2020,0.0,0.0,1.0,0.0,57
57,BBC,"""I just couldn't breathe, and then the next thing I know I was in an ambulance.""

@TheVampsCon discusses his strugg… https://t.co/PfPpjFn25U",Sun May 24 12:01:00 +0000 2020,0.0,0.0,1.0,0.0,58
58,BBC,"""If we are going to go forward with more time spent in lockdown, then there is going to be an ever-increasing need… https://t.co/QaKXENziYj",Sun May 24 11:01:00 +0000 2020,0.0,0.0,1.0,0.0,59
59,BBC,".@CBeebiesHQ have a range of mindful activities for pre-schoolers on their Go Explore app! ✨

👉… https://t.co/DAe83v8aqp",Sun May 24 09:01:00 +0000 2020,0.3802,0.12,0.88,0.0,60
60,BBC,"#FindingDory = perfect weekend film!   🙌🐠

6.20pm | @BBCOne &amp; @BBCiPlayer.

👉 https://t.co/epX87pTvAr https://t.co/cshunjl5Kx",Sat May 23 16:01:00 +0000 2020,0.6114,0.174,0.826,0.0,61
61,BBC,"We hope this brings you some much needed tranquility. 😌

This is the Mindful Mix with David Attenborough. 🍃

Listen… https://t.co/ls7qmnyu5U",Sat May 23 15:01:00 +0000 2020,0.8074,0.274,0.726,0.0,62
62,BBC,"""If any good can come of me sharing my experience, I hope it's that it encourages more men to be vocal and not keep… https://t.co/lBx2oVxRNs",Sat May 23 13:01:00 +0000 2020,0.8885,0.354,0.646,0.0,63
63,BBC,"RT @BBCTheOneShow: In support of #MentalHealthAwarenessWeek @professorgreen, @craigdavid, @jamesarthur23 and @snowpatrol's Gary Lightbody t…",Sat May 23 12:47:16 +0000 2020,0.4019,0.172,0.828,0.0,64
64,BBC,"Israeli investors develop face mask with remote-controlled mouth hole.
https://t.co/NHFpQqUvk5",Sat May 23 12:01:00 +0000 2020,0.0,0.0,1.0,0.0,65
65,BBC,"The Duke of Cambridge, Gareth Southgate and this team of football royalty kick off an important discussion on men’s… https://t.co/DdvZ0TKH9m",Sat May 23 11:01:00 +0000 2020,0.2023,0.087,0.913,0.0,66
66,BBC,"Who haven't we heard from yet on Coronavirus? Oh right, Philomena Cunk! 

@charltonbrooker's #AntiviralWipe is stre… https://t.co/lJunb7Wo54",Sat May 23 09:28:00 +0000 2020,0.0,0.0,1.0,0.0,67
67,BBC,"Tonight chatting to #GrahamNorton...

✨ @katyperry!
✨@SteveCarell!
✨Dakota Johnson!
✨Alan Carr (@chattyman)!
✨Music… https://t.co/3oKYbSxZeE",Fri May 22 19:01:00 +0000 2020,0.5374,0.211,0.789,0.0,68
68,BBC,"Piglet rescue! 😭❤️

Roaming In The Wild is streaming now on @bbciplayer.

Via @bbcthesocial.

https://t.co/CTXCTkeqBX",Fri May 22 19:01:00 +0000 2020,0.126,0.152,0.718,0.131,69
69,BBC,"Here is @matthaig1's simple piece of advice for better #MentalHealth.

What's your simple tip?
https://t.co/toSiVTl3bX",Fri May 22 16:01:00 +0000 2020,0.4404,0.172,0.828,0.0,70
70,BBC,"RT @bbcouch: Ouch favourites @MarkOneinFour and @ms_molly_vog bare all in this mental health special of #OuchCabinFever

When the world wen…",Fri May 22 15:58:20 +0000 2020,0.4019,0.124,0.876,0.0,71
71,BBC,"RT @BBCR1: Here's how the #BigWeekend Headliner and Radio 1 stages are looking for Saturday 23rd and Sunday 24th May! 😍

Check out set-time…",Fri May 22 15:27:49 +0000 2020,0.5093,0.112,0.888,0.0,72
72,BBC,Find out more about the BBC's focus on mental health this May: https://t.co/9Z8jrQrIck,Fri May 22 14:04:03 +0000 2020,0.0,0.0,1.0,0.0,73
73,BBC,"If you're finding lockdown tough because you live alone, Tobi Green Adenowo (@ToughCookieTee) has some tips to make… https://t.co/zJD44nbNov",Fri May 22 14:01:00 +0000 2020,-0.3612,0.0,0.829,0.171,74
74,BBC,"RT @bbcworldservice: Dressing up for Eid needn’t be stopped by lockdown – here are @theswolearab, Fatima and Hira with their style tips htt…",Fri May 22 13:28:25 +0000 2020,-0.2263,0.0,0.921,0.079,75
75,BBC,"RT @HackerTDog: GET THE #FridayFeeling BY WATCHING ME MAKE LOADS OF CELEBRITIES LOL OUT LOUD. WATCH MY NEW FILM HERE:
https://t.co/Bq7cRYke…",Fri May 22 12:51:33 +0000 2020,0.5473,0.15,0.85,0.0,76
76,BBC,"RT @bbcpress: New comedy series #Staged, starring #DavidTennant and @MichaelSheen, is coming to @BBCOne in June. Here's a little taster of…",Fri May 22 12:25:44 +0000 2020,0.3612,0.111,0.889,0.0,77
77,BBC,"With fashion weeks going digital because of Covid-19, 3D artists are being hired to create virtual clothes, and eve… https://t.co/qIXRy0tUI7",Fri May 22 11:01:00 +0000 2020,0.2732,0.1,0.9,0.0,78
78,BBC,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz",Fri May 22 09:26:23 +0000 2020,0.4019,0.153,0.847,0.0,79
79,BBC,More information about the range of programming about mental health across the BBC can be found here https://t.co/U3LM36WRcU,Fri May 22 09:17:44 +0000 2020,0.0,0.0,1.0,0.0,80
80,BBC,Find out more about the BBC's focus on mental health this May: https://t.co/9Z8jrQrIck,Fri May 22 09:11:53 +0000 2020,0.0,0.0,1.0,0.0,81
81,BBC,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz",Fri May 22 08:45:56 +0000 2020,0.4019,0.153,0.847,0.0,82
82,BBC,"For details of organisations which offer advice and support with mental health, go online to https://t.co/LYeKPCdUPk",Fri May 22 08:11:47 +0000 2020,0.4019,0.153,0.847,0.0,83
83,BBC,"‘I’d describe it like the reactions inside the sun.’

This is what it's like to live with severe anxiety.… https://t.co/aXLOTxZxgg",Fri May 22 08:01:00 +0000 2020,0.34,0.203,0.691,0.106,84
84,BBC,"Three very powerful and personal stories about #MentalHealth - all streaming now on @bbciplayer.

Nadiya: Anxiety a… https://t.co/l5Fdpb6PuJ",Fri May 22 00:01:00 +0000 2020,0.3384,0.149,0.769,0.082,85
85,BBC,".@JasonManford gives us his words of wisdom on mental health during lockdown, and the power of laughter ❤️ https://t.co/Imno3mD6kx",Thu May 21 20:30:00 +0000 2020,0.765,0.268,0.732,0.0,86
86,BBC,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz",Thu May 21 19:02:17 +0000 2020,0.4019,0.153,0.847,0.0,87
87,BBC,This scene where Marianne and Connell finally address their class difference and how it's affected their relationsh… https://t.co/SwYPjla1Ji,Thu May 21 19:01:00 +0000 2020,-0.1531,0.0,0.914,0.086,88
88,BBC,"Comedian @ItsTonySlattery meets experts to explore his psychological problems, finding out if he is definitely bipo… https://t.co/7614I03Iol",Thu May 21 18:01:00 +0000 2020,0.3818,0.241,0.636,0.123,89
89,BBC,"To mark International Diversity Day, the BBC Director-General Tony Hall and UN Deputy Secretary-General Amina J Moh… https://t.co/qe9YYNQYSC",Thu May 21 16:20:13 +0000 2020,0.0,0.0,1.0,0.0,90
90,BBC,"Another #ThisCountry deleted scene from @bbcthree: more of Mandy's stories.  🙌📚
https://t.co/s7D6Sc4Jpt",Thu May 21 16:01:00 +0000 2020,0.0,0.0,1.0,0.0,91
91,BBC,RT @HackerTDog: YOU ARE ALL INVITED TO PLAY MY QUIZ AT 7.30PM LIVE TONIGHT ON MY YOUTUBE CHANNEL! GO AND SUBSCRIBE TO ME https://t.co/kFDPk…,Thu May 21 15:41:52 +0000 2020,0.5307,0.13,0.87,0.0,92
92,BBC,⁣More information about the range of programming about mental health across the BBC can be found here https://t.co/U3LM36WRcU,Thu May 21 14:07:13 +0000 2020,0.0,0.0,1.0,0.0,93
93,BBC,"Social media can be helpful and informative during lockdown - but it can also be overwhelming.

@naomishimada
 has… https://t.co/oCS7c3T4lp",Thu May 21 14:06:45 +0000 2020,0.2263,0.095,0.905,0.0,94
94,BBC,"For details of organisations which offer advice and support with mental health, go online to https://t.co/rWDj404Gvz",Thu May 21 12:29:13 +0000 2020,0.4019,0.153,0.847,0.0,95
95,BBC,Nadiya: Anxiety and Me is streaming now on @BBCiPlayer. https://t.co/cizeDDzBYx,Thu May 21 12:29:01 +0000 2020,-0.1779,0.0,0.841,0.159,96
96,BBC,"Nadiya Hussain explains how severe anxiety affects her life.
 
@BegumNadiya #MentalHealth
https://t.co/BTZnT3dEQY",Thu May 21 12:01:00 +0000 2020,-0.5106,0.0,0.699,0.301,97
97,BBC,RT @bbcpress: The BBC’s Director of Creative Diversity @JuneSarpong has committed to hardwire diversity and inclusion throughout the BBC -…,Thu May 21 11:14:48 +0000 2020,0.6124,0.217,0.783,0.0,98
98,BBC,"RT @BBCSport: 💪 Want to get fit and need some structure to help you? 🗓

📲 #Couchto5K is the app for you ➡ https://t.co/z3IGRWqgYv https://t…",Thu May 21 10:42:34 +0000 2020,0.6705,0.188,0.812,0.0,99
99,BBC,"RT @cbbc: It's #MentalHealthAwarenessWeek2020 and there is no better time to be kind to yourself and others 🥰 #BeKind #BBCOwnIt 
@JoeTasker…",Thu May 21 10:41:59 +0000 2020,0.6116,0.208,0.714,0.078,100
100,CBS,https://t.co/QupBjXGH3L,Sun May 31 17:23:02 +0000 2020,0.0,0.0,1.0,0.0,1
101,CBS,"RT @etnow: Take a look back at the father-son dynamic between Sean Connery and Harrison Ford in 'Indiana Jones and the Last Crusade.' Then,…",Sat May 30 16:12:28 +0000 2020,0.3818,0.102,0.898,0.0,2
102,CBS,"It's the special we all need right now. #HaircutNightCBS hosted by @RebeccaRomijn and @MrJerryOC, and featuring… https://t.co/UDxlppojlR",Sat May 30 15:49:26 +0000 2020,0.4019,0.144,0.856,0.0,3
103,CBS,RT @RebeccaRomijn: Ta daaaaa!!!!  Thank you @MrJerryOC #HaircutNightCBS https://t.co/c23b5kcje6,Sat May 30 01:04:41 +0000 2020,0.5673,0.314,0.686,0.0,4
104,CBS,Thanks for watching #HaircutNightCBS hosted by @RebeccaRomijn and @MrJerryOC. We hope that it inspires your most Zo… https://t.co/9w4UpI49E9,Sat May 30 01:00:40 +0000 2020,0.8271,0.367,0.633,0.0,5
105,CBS,"Sorry, we didn't have time to do your haircut, too, Phil. #HaircutNightCBS https://t.co/RhUfRqIDAa",Sat May 30 01:00:20 +0000 2020,-0.0772,0.0,0.902,0.098,6
106,CBS,This is the kind of drama we need on TV right now. #HaircutNightCBS https://t.co/zxLRlCVWgf,Sat May 30 00:59:00 +0000 2020,0.0,0.0,1.0,0.0,7
107,CBS,"When you realize ""The Romijn Event"" is not what you thought it would be. You're a brave woman, @RebeccaRomijn.… https://t.co/L7fbJUj9aF",Sat May 30 00:56:04 +0000 2020,0.5267,0.152,0.848,0.0,8
108,CBS,"When @RebeccaRomijn and @MrJerryOC signed on to do #HaircutNightCBS, they knew the stakes would be high. https://t.co/qEX6i6LBkR",Sat May 30 00:52:43 +0000 2020,0.0,0.0,1.0,0.0,9
109,CBS,"We mean, Girl... We're blown away by @lindsaylohan's blowout for all of Dubai to see. #HaircutNightCBS https://t.co/S1GljdYX9q",Sat May 30 00:51:54 +0000 2020,0.0,0.0,1.0,0.0,10
110,CBS,RT @MrJerryOC: Front Liners about to get their hair did!!!  #HaircutNightCBS https://t.co/0jFFSjUNdA,Sat May 30 00:47:31 +0000 2020,0.0,0.0,1.0,0.0,11
111,CBS,"Today is a freaky Friday indeed, @lindsaylohan. #HaircutNightCBS https://t.co/DVeaqJMQwB",Sat May 30 00:46:16 +0000 2020,-0.3612,0.0,0.762,0.238,12
112,CBS,"With or without a haircut, make sure you're looking around for frontline workers to thank for all they're doing.… https://t.co/DvAzsNCp3l",Sat May 30 00:44:29 +0000 2020,0.5859,0.211,0.789,0.0,13
113,CBS,RT @RebeccaRomijn: Cutest couple!!!  Somebody’s getting a haircut!  @PKSubban1 @lindseyvonn #HaircutNightCBS https://t.co/mrjtOjU8F1,Sat May 30 00:35:15 +0000 2020,0.7156,0.311,0.689,0.0,14
114,CBS,"Wait, how long have we been in quarantine? #HaircutNightCBS https://t.co/SKvtN5kl7h",Sat May 30 00:33:03 +0000 2020,0.0,0.0,1.0,0.0,15
115,CBS,"Going for the haircut gold, @lindseyvonn &amp; @PKSubban1. #HaircutNightCBS https://t.co/X4UQh3xhyV",Sat May 30 00:30:18 +0000 2020,0.0,0.0,1.0,0.0,16
116,CBS,RT @MrJerryOC: Um I love @KellyOsbourne That is all.  #HaircutNightCBS https://t.co/ebAMRyZFED,Sat May 30 00:29:48 +0000 2020,0.6369,0.296,0.704,0.0,17
117,CBS,"RT @Kerri_Lauren: Okay, if Lindsey Vonn was coming at my with the buzzer like that, I’d be terrified, too #HaircutNightCBS",Sat May 30 00:25:14 +0000 2020,-0.1531,0.173,0.669,0.157,18
118,CBS,"Oh, hey, Mrs. O. @MrsSOsbourne #HaircutNightCBS https://t.co/I5MYwoRR4W",Sat May 30 00:20:22 +0000 2020,0.0,0.0,1.0,0.0,19
119,CBS,.@KellyOsbourne is living to dye another day. #HaircutNightCBS https://t.co/e3mwdyZ9Qn,Sat May 30 00:19:42 +0000 2020,0.0,0.0,1.0,0.0,20
120,CBS,RT @RebeccaRomijn: Zexy @MrJerryOC sort of #HaircutNightCBS https://t.co/WdOCaQQDWA,Sat May 30 00:16:41 +0000 2020,0.0,0.0,1.0,0.0,21
121,CBS,"Right you are, @KellyOsbourne. @MrsSOsbourne taught you well. #HaircutNightCBS https://t.co/zuekm7Evvw",Sat May 30 00:13:29 +0000 2020,0.2732,0.189,0.811,0.0,22
122,CBS,RT @colket_dawn: #HaircutNightCBS is hilarious. @MrJerryOC and @RebeccaRomijn are an amazing couple. As someone who used to cut hair I am l…,Sat May 30 00:13:14 +0000 2020,0.6597,0.236,0.688,0.076,23
123,CBS,"The special isn't called Pants Night in America, folks. #HaircutNightCBS https://t.co/hQN4d2Wra5",Sat May 30 00:10:21 +0000 2020,0.4019,0.213,0.787,0.0,24
124,CBS,"Looking totally Efron, @MrJerryOC. Hope you're up to the task to style @RebeccaRomijn. #HaircutNightCBS https://t.co/RqUpx9i1Go",Sat May 30 00:10:04 +0000 2020,0.4877,0.184,0.816,0.0,25
125,CBS,"Marriage is built on trust, but this seems like it warrants an additional vow at the wedding. #HaircutNightCBS https://t.co/RAGemoUsqn",Sat May 30 00:06:18 +0000 2020,0.6597,0.241,0.759,0.0,26
126,CBS,"RT @CBSAllAccess: Join us to watch #HaircutNightCBS starting NOW on @CBS and #CBSAllAccess.

Have you had a quarantine haircut? If so, we w…",Sat May 30 00:03:31 +0000 2020,0.296,0.091,0.909,0.0,27
127,CBS,"It's like the rings of a tree trunk. Our roots mark how much time we've spent in quarantine, @RebeccaRomijn.… https://t.co/P0RYbLNS4L",Sat May 30 00:02:47 +0000 2020,0.3612,0.116,0.884,0.0,28
128,CBS,"Haircuts, @MrJerryOC. We want haircuts. #HaircutNightCBS https://t.co/oi89Kmkpe9",Sat May 30 00:02:04 +0000 2020,0.0772,0.178,0.822,0.0,29
129,CBS,"Shaggy Americans, #HaircutNightCBS hosted by @RebeccaRomijn and @MrJerryOC starts NOW on CBS. https://t.co/xJ75USnel5",Sat May 30 00:00:13 +0000 2020,0.0,0.0,1.0,0.0,30
130,CBS,RT @RebeccaRomijn: Don’t be so afraid @MrJerryOC #HaircutNightCBS https://t.co/rkWYbPsPOf,Fri May 29 23:39:14 +0000 2020,0.0,0.0,1.0,0.0,31
131,CBS,We hope #HaircutNightCBS turns out better for @RebeccaRomijn and @MrJerryOC than it did on @BandB_CBS. https://t.co/jTVALQRP2K,Fri May 29 23:28:40 +0000 2020,0.7003,0.293,0.707,0.0,32
